date,title, Y/N
2022/11/21,張忠謀證實將在美建3奈米產能 台積電：目前尚無進一步消息,#no
2022/11/21,勤崴國際自駕車獲准 正式於台積電南科廠上路,#no
2022/11/21,台積電：高雄廠正式動工 如期於2024年量產,#no
2022/11/21,彭博：三大因素 巴菲特抄底台積電,#yes
2022/11/21,【盤中熱點】指數盤下震盪，防禦族群成焦點，台積電創辦人證實，先進製程不排斥赴美,#unknown
2022/11/21,張忠謀證實5奈米後 台積電將在美國建3奈米產能,#no
2022/11/22,〈鴻海延攬蔣尚義〉找來前台積電大將 任集團半導體策略長,#no
2022/11/22,〈台股盤前要聞〉台積電3奈米將赴美、外銷訂單連2黑 今日必看財經新聞,#no
2022/11/23,【台股龍捲風】2330台積電、8358金居、3217優群過高，震盪留意3289宜特6213聯茂,#no
2022/11/23,【盤中熱點】美時成交值直逼台積電，隱眼、面板表現強勢，市場戲稱因阿根廷輸給沙烏地阿拉伯,#no
2022/11/24,外資回頭買超台積電 大舉加碼傳產、金融股,#no
2022/11/25,【台股龍捲風】選前內資股獲利回吐！2330台積電、1605華新續漲,#no
2022/11/26,談鴻海半導體布局 郭台銘：與台積電完全錯開,#no
2022/11/26,台積電3奈米將赴美、鴻海延攬蔣尚義、外銷訂單連2黑 本周大事回顧,#yes
2022/11/28,【台股龍捲風】台積電adr有大跌嗎?那今天跌真的?跌假的?9合1後，脫口罩啦！別買錯！,#no
2022/11/28, 〈台股盤後〉台積電漲多拉回 大盤下跌221.64點趺破10日線,#no
2022/11/28,台積電赴美投資 施振榮：海外布局有助提升國際競爭力,#no
2022/11/29,綠電買台積電動作頻頻 近期投資近億元,#no
2022/11/29,台積電明年上半年營收難逃衰退 外資估全年下滑4%,#no
2022/11/30,台積電人工智慧冰水系統 目標年省1億度電,#yes
2022/11/30,談巴菲特大買台積電 劉德音：獨具慧眼,#no
2022/11/30,龔明鑫證實將參加台積電美國廠典禮 看明年景氣仍有挑戰,#no
