date,title, Y/N
2022/10/14,外資維持台積電買進評等 4家調降目標價 1家小幅調升,#no
2022/10/15,台積電法說、Fed釋新看法、美國CPI超預期 本周大事回顧,#no
2022/10/16,〈觀察〉台積電開晶圓代工廠第一槍 半導體業掀資本支出下修連鎖效應,#no
2022/10/17,〈台股盤中〉台積電領半導體股重挫 跌逾200點再失守萬三,#no
2022/10/18,為解決台積電子公司員工住居需求 日本熊本釋出公有地,#no
2022/10/19,〈TSIA年會〉台積電：元宇宙世界會來臨 半導體技術需精進十倍,#no
2022/10/19,WSJ：台積電擬擴大在日產能 降低地緣政治風險,#unknown
2022/10/19,【盤中熱點】台積電有壓 能源類股強勢，電動車族群話題再起，哪些是明日之星？,#no
2022/10/20,台積電總裁魏哲家設質1600張股票 質設比率達27%,#no
2022/10/20,台積電總裁魏哲家設質1600張股票 質設比率達27%,#no
2022/10/20,【盤中熱點】台積電一度破底 金融航運倒地，市場風險趨避意識再起，矽智財止穩與否是盤勢關鍵？,#no
2022/10/20,〈台股盤前〉美債殖利率飆升 看台積電能否守住前低395元,#no
2022/10/21,無畏「積」弱不振 台積電9位副總級主管9月共加碼自家持股逾70張,#no
2022/10/21,劍指台積電 三星拚2027年晶圓代工產能將提高兩倍,#no
2022/10/22,〈熱門股〉外資賣不停 台積電市值陷10兆元保衛戰,#no
2022/10/22,〈熱門股〉外資賣不停 台積電市值陷10兆元保衛戰,#no
2022/10/23,美晶片禁令影響 台積電暫停供應中國壁仞先進晶片,#no
2022/10/24,5G手機需求下滑 台積電7奈米製程產能利率下滑,#no
2022/10/24,5G手機需求下滑 台積電7奈米製程產能利率下滑,#no
2022/10/24,外資大賣面板雙虎4.5萬張 同步調節台積電逾萬張,#no
2022/10/24,追趕台積電市占率 三星成熟/特殊製程產能2027年前增2.3倍,#no
2022/10/24,萬三支撐，權值股台積電、聯電、鴻海怎麼看？,#unknown
2022/10/24,〈台股盤中〉台積電上攻有壓 萬三無功而返,#no
2022/10/25,外資買賣晶圓雙雄不同調 大買聯電 持續調節台積電,#unknown
2022/10/25,外資賣不停 台積電跳水破底摜破10兆元大關,#no
2022/10/25,FT一篇報導 台積電ADR一度下殺6%,#no
2022/10/26,外資回補台積電、金融股 大砍聯電3.1萬餘張,#no
2022/10/26,外資回補台積電、金融股 大砍聯電3.1萬餘張,#no
2022/10/26,【盤中熱點】台積電買盤點火指數走高，板卡族群相對強勢,#no
2022/10/27,台積電重申明年展望不變 市值重返10兆元大關,#no
2022/10/27,〈台股盤中〉台積電回神帶動 一度強彈逾200點挑戰重返萬三,#no
2022/10/27,台積電成立OIP 3DFabric聯盟 美光、SK海力士等19個夥伴加入,#yes
2022/10/28,〈焦點股〉台積電成立首個3DIC聯盟 ASIC族群跌深反彈,#no
2022/10/31,台積電1奈米廠傳落腳桃園龍潭 竹科：若有需求將協助,#yes
2022/10/31,〈台積電ESG〉導入混合實境 發展晶圓產線「虛擬稽核」技術,#yes
2022/10/31,〈台積電ESG〉晶圓傳送盒清洗機台 達100%回收熱水再利用,#no
2022/10/31,台積電3奈米放量時程再等等 傳對供應商訂單減半,#no
2022/10/31,〈台積電ESG〉啟動竹科再生水廠專案 2025年供水導入2奈米廠區,#no
2022/10/31,傳1奈米廠落腳桃園龍潭 台積電：不排除任何可能,#unknown
